# Expression Atlas
# Query: Genes matching: 'default query', specifically up/down differentially expressed in 1 comparisons  given the adjusted p-value cutoff 1 and log2-fold change cutoff 0 in experiment E-MTAB-5783
# Timestamp: Fri, 13-Aug-2021 12:13:54
Gene ID	Gene Name	'Crohn's disease' vs 'normal' .foldChange	'Crohn's disease' vs 'normal'.pValue
ENSG00000249829	AC016559.2	0.1	0.912743555715239
ENSG00000249838	SUMO2P7	-0.1	0.875498426732265
ENSG00000249846	LINC02021	0.2	0.743355301340388
ENSG00000249850	KRT18P31	-0.6	0.234970727802681
ENSG00000249852	AC145676.1	0.1	0.921529919482675
ENSG00000249853	HS3ST5	0.3	0.60252179193716
ENSG00000249855	EEF1A1P19	-0.5	1.02548102073241E-7
ENSG00000249858	SNX5P1	0.2	0.823271027154589
ENSG00000249860	MTRNR2L5	0.4	0.150375703237528
ENSG00000249863	AC021106.1	-0.3	0.620175326163624
ENSG00000249877	AC105924.1	0.2	0.75412407338665
ENSG00000249885	ARHGEF38-IT1	0.2	0.749693574251826
ENSG00000249896	LINC02495	-0.1	0.901237906550788
ENSG00000249898	MCPH1-AS1	0.1	0.907901725144117
ENSG00000249915	PDCD6	-0.2	0.512494160301571
ENSG00000249928	UQCRBP3	-0.3	0.614085860866486
ENSG00000249936	RAC1P2	-0.1	0.792992181803203
ENSG00000249947	XBP1P1	-0.7	0.136181390634476
ENSG00000249948	GBA3	-0.3	0.153053548468396
ENSG00000249992	TMEM158	0.4	0.524886234026596
ENSG00000249993	BFSP2-AS1	0.1	0.900610610237027
ENSG00000250001	AC027335.1	-0.1	0.941643012405087
ENSG00000250015	AC018752.1	-0.4	0.103537842981739
ENSG00000250027	AC022272.1	0.3	0.565151914647678
ENSG00000250031	AC009927.1	-0.3	0.139949659860213
ENSG00000250033	SLC7A11-AS1	0.9	0.0401519994548689
ENSG00000250039	AC096719.1	0.3	0.588890921939864
ENSG00000250041	AC069360.1	-0.4	0.467607274428026
ENSG00000250050	MTND4P9	0.3	0.67530855397746
ENSG00000250062	MAPK10-AS1	-0.3	0.630341613276234
ENSG00000250067	YJEFN3	0.5	0.00479560317112198
ENSG00000250068	AL445187.1	-0.4	0.414740884530306
ENSG00000250069	AC011379.1	0.5	0.0822980845184529
ENSG00000250072	SH3TC2-DT	0.2	0.827817439658287
ENSG00000250073	AP000866.2	0.5	0.393415834753071
ENSG00000250075	AC104806.2	0.4	0.491335594067477
ENSG00000250116	AC018682.1	-0.1	0.77641412658584
ENSG00000250120	PCDHA10	-0.3	0.597097913735103
ENSG00000250130	AC090519.1	-1.4	2.15346805243811E-4
ENSG00000250131	AC078881.1	-0.4	0.448954859703676
ENSG00000250132	AC004803.1	0.3	0.569055405042606
ENSG00000250138	AC139495.2	0.4	0.562033992656554
ENSG00000250144	AC104619.3	0.1	0.697915338854607
ENSG00000250155	AC008957.1	0.1	0.929653569866306
ENSG00000250156	LINC02060	-0.4	0.497600401723754
ENSG00000250159	AC106791.1	0.3	0.535685956642759
ENSG00000250170	RASA2-IT1	0.2	0.728177866936533
ENSG00000250174	MYLK-AS2	0.2	0.73555100237833
ENSG00000250182	EEF1A1P13	-0.5	6.32906851283559E-5
ENSG00000250208	FZD10-AS1	0.3	0.662991968628936
ENSG00000250215	CIR1P2	0.6	0.0481707161487662
ENSG00000250219	LTV1P1	-0.1	0.857760785632716
ENSG00000250230	AP002754.1	-0.9	0.0403581843749723
ENSG00000250250	AC010638.1	-0.1	0.886652194885148
ENSG00000250251	PKD1P6	-0.4	0.377190779402716
ENSG00000250267	AC021237.1	-0.6	0.164843468660696
ENSG00000250271	AC068647.2	-0.2	0.811592308499087
ENSG00000250280	AC026124.1	0.3	0.318796253069356
ENSG00000250282	AC002401.2	-0.6	0.244630043218311
ENSG00000250290	NCAPGP1	0.1	0.903918783318276
ENSG00000250295	RDH10-AS1	0.1	0.87964588411897
ENSG00000250298	GIMD1	0.4	0.510717856752402
ENSG00000250303	LINC02762	-0.3	0.314390304375462
ENSG00000250305	TRMT9B	0.2	0.525363302769504
ENSG00000250312	ZNF718	-0.1	0.809505520410623
ENSG00000250317	SMIM20	-0.2	0.64612594400071
ENSG00000250318	AC003072.1	-0.3	0.681948514358109
ENSG00000250320	EDIL3-DT	-0.8	0.0828639099109988
ENSG00000250324	MRPL22P1	-0.8	0.0896997468896026
ENSG00000250328	AC022101.1	-1.0	0.0083248522931007
ENSG00000250329	KDELC1P1	-0.2	0.675874467365538
ENSG00000250332	AC010460.4	-0.1	0.833465010315008
ENSG00000250354	AC069272.1	0.2	0.755940694920599
ENSG00000250358	LINC02200	-0.5	0.415746357447286
ENSG00000250365	AL139353.2	0.1	0.939670836793434
ENSG00000250371	AC007370.2	1.0	0.0172554182502341
ENSG00000250378	AC114296.1	0.3	0.660839039125684
ENSG00000250397	AP006623.1	0.2	0.687367265044708
ENSG00000250410	AC112722.1	0.1	0.854568162354925
ENSG00000250413	AC005674.1	-0.1	0.942303455559787
ENSG00000250444	CCT5P1	0.1	0.855722922671068
ENSG00000250451	HOXC-AS1	-0.8	0.0730371373949279
ENSG00000250461	AC122718.1	0.3	0.356941300190774
ENSG00000250462	LRRC37BP1	0.1	0.889644155820092
ENSG00000250471	GMPSP1	0.9	0.018819799175191
ENSG00000250472	TRIM36-IT1	-0.4	0.298675061369214
ENSG00000250479	CHCHD10	0.1	0.674380760691295
ENSG00000250483	PPM1AP1	0.2	0.618643659046901
ENSG00000250486	FAM218A	-0.3	0.59390210501393
ENSG00000250490	LINC02145	0.1	0.946882495952962
ENSG00000250492	INTS6P1	-0.2	0.795441529550748
ENSG00000250493	AP004147.1	-0.5	0.325407735816426
ENSG00000250497	AC007126.1	-0.3	0.598679987691638
ENSG00000250508	LINC02701	-0.4	0.419085770428979
ENSG00000250510	GPR162	0.2	0.738753626342917
ENSG00000250511	AC098798.1	-0.3	0.490678189965375
ENSG00000250539	KRT8P33	-0.1	0.874824459418503
ENSG00000250541	AC092436.3	0.2	0.496596926101575
ENSG00000250544	LINC02059	-0.2	0.751101262978733
ENSG00000250548	LINC01303	0.1	0.844933847519767
ENSG00000250551	MIR583HG	0.2	0.83343647621247
ENSG00000250565	ATP6V1E2	1.1	0.00686996133359066
ENSG00000250568	AC098591.3	-0.2	0.714003153381265
ENSG00000250569	NTAN1P2	0.2	0.796838448768673
ENSG00000250571	GLI4	-0.3	0.542438980405743
ENSG00000250582	SMAD1-AS2	-0.4	0.406703464866907
ENSG00000250591	PRSS3P1	-0.1	0.846696585074888
ENSG00000250596	AC096751.1	0.4	0.215690821254064
ENSG00000250602	AC093535.1	0.1	0.894186741885849
ENSG00000250608	AC010210.1	0.1	0.854394019501245
ENSG00000250616	AC012645.1	0.3	0.69973294744708
ENSG00000250644	AC068580.4	0.5	0.19212109949183
ENSG00000250646	AC111194.2	0.1	0.891263290944059
ENSG00000250654	AC023794.5	-0.4	0.540000274334291
ENSG00000250673	REELD1	-0.8	0.11177556731276
ENSG00000250677	AC114781.3	-0.4	0.43459884152889
ENSG00000250698	AC131182.1	-0.4	0.416360758437859
ENSG00000250722	SELENOP	-0.6	0.00321704403247706
ENSG00000250731	TPM3P6	-0.2	0.711209952434981
ENSG00000250733	C8orf17	-0.7	0.0894077563547129
ENSG00000250734	AL391335.1	-0.2	0.703305522769566
ENSG00000250740	AC109361.2	0.1	0.817734218900484
ENSG00000250742	LINC02381	0.6	0.0466694212480893
ENSG00000250746	AC105250.1	0.3	0.272196047528733
ENSG00000250749	AC122714.1	0.1	0.905128952486964
ENSG00000250751	AC015795.1	0.7	0.184366857703368
ENSG00000250764	AC025178.2	0.2	0.742018541088721
ENSG00000250770	AC005865.1	0.1	0.859088182497332
ENSG00000250786	SNHG18	0.6	0.0795490686762359
ENSG00000250790	AC127070.2	-0.4	0.503728054954169
ENSG00000250826	HNRNPA3P13	0.2	0.695943231889958
ENSG00000250848	AC021087.2	-0.2	0.651522459863199
ENSG00000250859	HNRNPKP1	0.2	0.417482627964134
ENSG00000250860	AC093225.1	0.3	0.652439597240265
ENSG00000250869	AC087359.1	0.4	0.474680996353098
ENSG00000250878	METTL21EP	-0.2	0.787758973460856
ENSG00000250886	AC010368.1	-0.7	0.124564664426468
ENSG00000250889	ENSG00000250889	0.5	0.214658662245446
ENSG00000250892	AC108475.1	-0.5	0.39313859193253
ENSG00000250893	AC098869.2	-0.7	0.0310455647663952
ENSG00000250896	RNPS1P1	-0.1	0.821813972612259
ENSG00000250899	AC125807.2	0.3	0.553483765037568
ENSG00000250902	SMAD1-AS1	-0.4	0.523802933224412
ENSG00000250903	GMDS-DT	-0.1	0.802370151938978
ENSG00000250910	AC097467.3	-0.6	0.263705140445809
ENSG00000250930	LNX1-AS1	-0.2	0.647696873226806
ENSG00000250938	AC073475.1	-0.4	0.489768965429776
ENSG00000250948	AC091180.5	-0.8	0.093152989700789
ENSG00000250950	AC093752.2	0.5	0.291105667289268
ENSG00000250955	AC008592.2	0.7	0.172570577231651
ENSG00000250956	AC011416.2	-0.7	0.00226612619923864
ENSG00000250959	GLUD1P3	-0.2	0.744634667560081
ENSG00000250980	AC113155.1	0.1	0.912033415830211
ENSG00000250982	GAPDHP35	0.1	0.848175003506068
ENSG00000250988	SNHG21	-0.1	0.872157656047389
ENSG00000250990	AC098851.1	0.1	0.895342943231336
ENSG00000251002	AC244502.1	0.1	0.942303455559787
ENSG00000251003	ZFPM2-AS1	0.6	0.119923912650578
ENSG00000251017	AC093677.1	0.1	0.83489166419476
ENSG00000251022	THAP9-AS1	-0.2	0.522529045432115
ENSG00000251023	AC114980.1	-0.4	0.192905645874689
ENSG00000251034	AC087854.1	-0.2	0.708932020074624
ENSG00000251045	SLC25A48-AS1	-0.1	0.859572777760123
ENSG00000251048	AC093871.1	-0.1	0.871556272040013
ENSG00000251059	AC139722.1	-0.4	0.37319916697551
ENSG00000251076	AC104126.1	-0.1	0.87183268031509
ENSG00000251095	AC093866.1	0.1	0.914527870101658
ENSG00000251111	FCF1P8	0.4	0.430858065061757
ENSG00000251128	WWC2-AS1	0.1	0.915314723923679
ENSG00000251131	AC025171.3	0.1	0.881445793649228
ENSG00000251136	AF117829.1	0.1	0.586354295490046
ENSG00000251139	AC084871.2	0.8	0.0993864196342161
ENSG00000251141	MRPS30-DT	0.1	0.923113485252774
ENSG00000251143	AP002490.1	-0.1	0.854982133216912
ENSG00000251148	AL158068.2	-0.4	0.4368126409948
ENSG00000251149	MTND5P5	-0.2	0.745728651957344
ENSG00000251152	AC025539.1	0.3	0.634898039104319
ENSG00000251169	LINC01843	-0.4	0.532734153534601
ENSG00000251171	AC096741.1	-0.1	0.87183268031509
ENSG00000251175	GSTCD-AS1	-0.1	0.875402433752535
ENSG00000251179	TMEM92-AS1	-0.5	0.226508025455223
ENSG00000251187	AC010261.2	0.4	0.391308227073486
ENSG00000251192	ZNF674	0.4	0.0534978296475494
ENSG00000251194	AL133330.1	0.2	0.435783705477494
ENSG00000251204	AC027313.1	-0.3	0.645242894249533
ENSG00000251209	LINC00923	0.2	0.723862146183495
ENSG00000251223	MTCO1P9	0.1	0.917027871904135
ENSG00000251229	AL645924.2	0.5	0.18561557427184
ENSG00000251247	ZNF345	-0.1	0.830603256488574
ENSG00000251248	AC139720.2	-0.1	0.946412509938075
ENSG00000251259	AC004069.1	0.2	0.743394897006162
ENSG00000251288	AC018797.2	-0.3	0.539447506512284
ENSG00000251301	LINC02384	0.5	0.204386903915483
ENSG00000251306	NDUFB4P2	0.3	0.583510677912477
ENSG00000251307	AC026704.1	-0.3	0.5920770614829
ENSG00000251309	AP002075.1	-0.3	0.603419006579779
ENSG00000251322	SHANK3	-0.2	0.702527794192557
ENSG00000251330	AC114939.1	0.1	0.862304502159142
ENSG00000251332	AC021106.2	0.1	0.859522419649216
ENSG00000251333	RTN3P1	0.2	0.613579738423571
ENSG00000251340	MTCYBP35	0.2	0.381450026409361
ENSG00000251348	HSPD1P11	0.3	0.386523296513635
ENSG00000251353	MTND3P5	0.3	0.62369537320087
ENSG00000251359	WWC2-AS2	0.1	0.936824755002943
ENSG00000251364	AC107884.1	0.3	0.397177829586184
ENSG00000251369	ZNF550	0.2	0.528707648009703
ENSG00000251379	AC099550.1	-0.6	0.219749810699332
ENSG00000251385	MTCYBP16	0.7	0.00308896017767851
ENSG00000251393	AC005280.1	-0.4	0.488566526313929
ENSG00000251400	ALDH7A1P1	0.1	0.938876463768192
ENSG00000251405	AC016571.1	-0.5	0.327580714239568
ENSG00000251407	MTND1P22	1.0	0.0173094453202415
ENSG00000251411	AC093827.3	-0.6	0.278543177715741
ENSG00000251414	AC138956.2	0.6	0.268410209496008
ENSG00000251417	AC145285.2	-0.2	0.645724789991473
ENSG00000251429	AC098679.2	0.2	0.76830326635116
ENSG00000251432	LINC02615	-0.4	0.301468610325601
ENSG00000251467	AC020893.2	-0.4	0.423229145787459
ENSG00000251468	AC135352.1	0.2	0.746752834377812
ENSG00000251474	RPL32P3	-0.7	3.40587323522636E-4
ENSG00000251476	MTCO1P31	-0.3	0.570991607723892
ENSG00000251484	AL356488.1	0.3	0.628896832153653
ENSG00000251495	PPIAP11	-0.3	0.644685661611525
ENSG00000251497	PITPNM2-AS1	0.5	0.33296230401474
ENSG00000251513	LIX1-AS1	-0.1	0.924643525881063
ENSG00000251521	IMPA1P1	-0.2	0.81050828568386
ENSG00000251537	AC005324.3	0.1	0.928932455323093
ENSG00000251544	MTND5P12	0.2	0.562230297067955
ENSG00000251548	AC106760.2	-0.5	0.330301005257186
ENSG00000251552	COQ10BP2	0.3	0.603092715400645
ENSG00000251562	MALAT1	0.3	0.0127169225706701
ENSG00000251571	DDX3P3	-0.1	0.858707605980322
ENSG00000251580	LINC02482	-0.3	0.561514942360126
ENSG00000251584	AC096751.2	0.3	0.69182156190254
ENSG00000251586	TET2-AS1	-0.3	0.692224935317309
ENSG00000251593	MSNP1	-0.3	0.362854330031835
ENSG00000251595	ABCA11P	-0.6	0.115474637037156
ENSG00000251596	HADHAP1	-0.5	0.105452268661907
ENSG00000251600	AC107223.1	-0.5	0.303337983024105
ENSG00000251603	ENSG00000251603	0.1	0.921969108595244
ENSG00000251609	SETP12	0.5	0.291903286376176
ENSG00000251614	HSPA8P19	-0.5	0.35698522976769
ENSG00000251634	NAIPP4	-0.2	0.77408116811082
ENSG00000251652	AC092535.4	0.1	0.92999389588808
ENSG00000251661	AC136475.1	-1.3	0.00252489674976452
ENSG00000251665	AC005920.3	0.3	0.570991607723892
ENSG00000251666	ZNF346-IT1	-0.5	0.265594016646209
ENSG00000251667	BRCC3P1	-0.7	0.133554413310412
ENSG00000251669	FAM86EP	-0.3	0.65033076170888
ENSG00000251675	AC010260.1	-0.3	0.619744539120786
ENSG00000251682	AC122718.2	-0.2	0.659356303508392
ENSG00000251703	RNU6-998P	-0.7	0.137441008890038
ENSG00000251705	RNA5-8SP6	-0.6	0.270110498173987
ENSG00000251706	RNU7-61P	-0.1	0.883922229332997
ENSG00000251728	AC004849.1	-0.3	0.68889257152389
ENSG00000251739	RNU6-1053P	-0.1	0.834503178266255
ENSG00000251748	RNU4ATAC11P	-0.1	0.844659629770327
ENSG00000251768	RNA5SP217	-0.3	0.615728994350875
ENSG00000251774	RNU6-377P	0.9	0.0594976777525597
ENSG00000251783	RNU6-1170P	-0.1	0.886676933642918
ENSG00000251791	SCARNA6	-0.4	0.250022384121557
ENSG00000251792	AL109758.1	0.3	0.618920510264628
ENSG00000251805	AC009228.2	-0.2	0.77641412658584
ENSG00000251819	RNU6-322P	-0.2	0.812337111394636
ENSG00000251825	RN7SKP19	-0.7	0.00524715762715691
ENSG00000251837	AC093577.1	0.2	0.752161710667742
ENSG00000251880	RNU7-75P	1.0	0.0319704680699742
ENSG00000251972	RNU6-123P	0.7	0.144214734410351
ENSG00000251987	AC005905.1	-0.1	0.912743555715239
ENSG00000251988	RNU4ATAC18P	-0.4	0.540984853472285
ENSG00000252001	RNA5SP303	0.4	0.489162950471923
ENSG00000252010	SCARNA5	-0.5	0.00524913854995715
ENSG00000252021	AL109839.1	-0.1	0.917644038296124
ENSG00000252028	RN7SKP52	-0.1	0.949224702050729
ENSG00000252032	RNU6-1281P	0.2	0.684933863322539
ENSG00000252061	RNU6-415P	-0.4	0.561238022022625
ENSG00000252118	RNU6ATAC39P	-0.3	0.612820806067247
ENSG00000252132	RNU6-795P	0.1	0.818904675107163
ENSG00000252156	RNU6-155P	0.2	0.813332312179192
ENSG00000252164	RNA5SP282	-0.3	0.647997132478884
ENSG00000252172	RNU6-720P	-0.1	0.949089457083864
ENSG00000252206	RNU7-40P	0.5	0.266438698511374
ENSG00000252211	RNA5SP473	-0.2	0.697864574786666
ENSG00000252212	RNU2-58P	0.4	0.0459929225702167
ENSG00000252217	AC011846.1	-0.5	0.319089503025323
ENSG00000252237	RNU4-54P	0.1	0.91279390200861
ENSG00000252269	RNU4ATAC12P	0.1	0.911669549961816
ENSG00000252341	AC012640.2	0.5	0.378700489771055
ENSG00000252355	RN7SKP287	-0.4	0.506667169776234
ENSG00000252361	RNU6-118P	0.3	0.575958677005285
ENSG00000252376	RNA5SP395	0.1	0.883985094806025
ENSG00000252377	RNU6-504P	0.1	0.940670074085435
ENSG00000252391	RNU6-638P	-0.3	0.662973800029464
ENSG00000252396	RN7SKP195	-0.5	0.316500496403468
ENSG00000252410	RNU5B-3P	0.1	0.909018898877653
ENSG00000252431	RNU6-1247P	0.6	0.266699297590446
ENSG00000252448	AL929472.5	0.4	0.512994271872403
ENSG00000252451	RNA5SP168	0.7	0.117521168430701
ENSG00000252456	RNA5SP434	-0.9	0.0447283328318193
ENSG00000252464	RN7SKP70	-0.5	0.332253053331573
ENSG00000252481	SCARNA13	-0.1	0.877884134886245
ENSG00000252496	RNA5SP33	0.9	0.0026735386012682
ENSG00000252503	RNU6-531P	0.3	0.456974812469224
ENSG00000252549	RNU6-759P	-0.4	0.504555860367107
ENSG00000252581	RNU6-1098P	0.8	0.0891760193838228
ENSG00000252585	AC009509.1	-0.7	0.166420996097116
ENSG00000252615	AL590413.1	0.3	0.643202094812008
ENSG00000252633	RN7SKP282	0.2	0.819922290806457
ENSG00000252657	AC023389.1	-0.3	0.473984781283944
ENSG00000252690	AC105339.2	-0.2	0.733389088160744
ENSG00000252707	RNU11-2P	-0.2	0.80794286840162
ENSG00000252743	RNU6-850P	0.1	0.839779319028021
ENSG00000252756	RNU6-577P	0.1	0.921080838678859
ENSG00000252757	RN7SKP96	0.1	0.939958437029433
ENSG00000252763	RNU2-31P	-0.6	0.164843468660696
ENSG00000252802	AL627313.2	0.2	0.807655161658859
ENSG00000252860	RNU6-570P	-0.4	0.338910509082812
ENSG00000252904	AC010359.1	0.4	0.552412454806065
ENSG00000252906	SCARNA3	0.2	0.670872650348669
ENSG00000252982	RN7SKP234	-0.5	0.349338158311573
ENSG00000252985	AC006443.1	-0.3	0.574685405028914
ENSG00000253015	RN7SKP64	0.1	0.89539017778475
ENSG00000253019	RN7SKP35	-0.5	0.332229970691005
ENSG00000253042	AC099336.3	-0.5	0.2132107873843
ENSG00000253063	RNU6-494P	-0.1	0.859805294845739
ENSG00000253106	AC090198.1	0.3	0.351621780121794
ENSG00000253112	AC102945.1	-0.5	0.388953011192195
ENSG00000253116	AC027698.1	0.2	0.797544555982008
ENSG00000253119	HNRNPA3P7	-0.3	0.562033992656554
ENSG00000253123	AC091182.1	0.2	0.712172404607053
ENSG00000253153	AP001207.1	-0.4	0.321293228430365
ENSG00000253155	AC008676.2	0.5	0.203726894189154
ENSG00000253159	PCDHGA12	0.2	0.74107174395236
ENSG00000253167	WASHC5-AS1	-0.4	0.522529045432115
ENSG00000253168	AC124069.1	0.2	0.746809987568022
ENSG00000253180	AC104986.1	0.3	0.54434511806535
ENSG00000253187	HOXA10-AS	-0.5	0.399406099463211
ENSG00000253194	AL137009.2	0.3	0.370782553251137
ENSG00000253197	AC117834.1	0.6	0.271488198086611
ENSG00000253200	AC037459.2	-0.7	0.0851825483536452
ENSG00000253210	AC040970.1	-0.2	0.751192158463859
ENSG00000253213	AC010306.1	-0.2	0.804831009536183
ENSG00000253218	KLF3P1	-0.3	0.618007928525179
ENSG00000253223	AC110998.1	-0.2	0.62527898711254
ENSG00000253245	MTND1P36	-0.4	0.540845893403624
ENSG00000253250	C8orf88	0.5	0.362194868758623
ENSG00000253251	SHLD3	-0.1	0.854568162354925
ENSG00000253263	AP003354.2	0.2	0.691756597108265
ENSG00000253269	AC008680.1	-0.1	0.880856177894541
ENSG00000253270	AC090541.1	0.5	0.397527518689913
ENSG00000253276	CCDC71L	0.1	0.90695557857634
ENSG00000253284	AC092828.1	0.3	0.264293358284586
ENSG00000253288	AC046195.1	0.3	0.623797658408361
ENSG00000253297	AC008627.1	0.1	0.897942799482473
ENSG00000253298	LINC01845	-0.2	0.801548702217781
ENSG00000253301	LINC01606	0.5	0.132183221964505
ENSG00000253302	STAU2-AS1	-0.4	0.382389411250384
ENSG00000253304	TMEM200B	0.1	0.929653569866306
ENSG00000253305	PCDHGB6	0.1	0.921822449769603
ENSG00000253307	AC011676.1	0.1	0.871556272040013
ENSG00000253309	SERPINE3	-0.2	0.710590248238582
ENSG00000253313	C1orf210	-0.2	0.487674190136282
ENSG00000253320	AZIN1-AS1	-0.3	0.543134470343687
ENSG00000253330	AC024451.2	0.2	0.795106352404709
ENSG00000253335	AC009884.2	-0.1	0.894038700084161
ENSG00000253336	AC018992.1	0.2	0.655634219942675
ENSG00000253341	AC115837.1	-0.8	2.95208681423595E-6
ENSG00000253347	AC040934.1	0.4	0.494184768637024
ENSG00000253368	TRNP1	-0.2	0.640702374302641
ENSG00000253372	AC016405.1	0.3	0.58866023339878
ENSG00000253385	AP003696.1	-0.1	0.871556272040013
ENSG00000253399	AC078852.1	-0.1	0.8392158264887
ENSG00000253406	AC012613.2	0.3	0.570925654775314
ENSG00000253420	AC103853.1	-0.1	0.83763186761775
ENSG00000253438	PCAT1	0.6	0.090235475727973
ENSG00000253439	CDC42P5	0.4	0.38084067791415
ENSG00000253456	AC136424.1	0.2	0.72011911066051
ENSG00000253457	SMIM18	-0.1	0.858882776100033
ENSG00000253485	PCDHGA5	0.3	0.661428814348551
ENSG00000253516	HMGB1P41	-0.1	0.844659629770327
ENSG00000253519	AC106801.1	0.2	0.719290483867123
ENSG00000253522	MIR3142HG	0.1	0.871556272040013
ENSG00000253528	AC087752.2	-0.2	0.833384173280265
ENSG00000253535	AC120193.1	-0.2	0.752306276465718
ENSG00000253536	AC138832.1	-0.4	0.43745616568539
ENSG00000253537	PCDHGA7	-0.4	0.428163882273556
ENSG00000253539	AC018442.2	-0.1	0.845641965270379
ENSG00000253541	SEPTIN10P1	0.1	0.908022203921457
ENSG00000253550	AC016065.2	0.2	0.720233314962221
ENSG00000253555	AC011978.1	0.1	0.84299801573118
ENSG00000253558	AC024568.1	-0.2	0.315040269946785
ENSG00000253559	OSGEPL1-AS1	-0.2	0.775660272573864
ENSG00000253570	RNF5P1	-0.1	0.858100945155167
ENSG00000253598	SLC10A5	-0.4	0.256745373562829
ENSG00000253604	AC131254.2	0.3	0.592830678233193
ENSG00000253606	AFG3L2P1	-0.6	0.187587193098234
ENSG00000253607	AC104316.1	-0.7	0.102953971584702
ENSG00000253608	AC022915.2	0.4	0.405417361537055
ENSG00000253626	EIF5AL1	0.2	0.658323172974728
ENSG00000253632	AC084026.2	-0.1	0.917947127390483
ENSG00000253636	AC022893.1	0.2	0.653739639172752
ENSG00000253641	AC104964.1	-0.1	0.873225668637045
ENSG00000253647	KCNIP1-OT1	0.1	0.850512311322192
ENSG00000253649	PRSS51	-0.2	0.781625460253181
ENSG00000253667	AC100821.1	0.9	1.90238960233897E-4
ENSG00000253669	GASAL1	-0.4	0.470473562681779
ENSG00000253671	AC027117.1	-0.1	0.892351118584734
ENSG00000253677	UBE2HP1	-0.5	0.355522274564417
ENSG00000253678	AC104964.2	-0.7	0.114878643017103
ENSG00000253686	LINC01484	0.6	0.263752795754539
ENSG00000253687	AC008456.1	-0.1	0.921836353681205
ENSG00000253696	KBTBD11-OT1	-0.2	0.635843079255005
ENSG00000253704	AC023632.2	-0.1	0.924883295001429
ENSG00000253708	AC026979.1	0.8	0.112531567789502
ENSG00000253710	ALG11	-0.2	0.718225522810622
ENSG00000253716	MINCR	0.1	0.831277673177228
ENSG00000253719	ATXN7L3B	0.2	0.369354020138067
ENSG00000253726	AC013562.1	0.1	0.888303744921281
ENSG00000253729	PRKDC	-0.1	0.57458329820137
ENSG00000253730	AC015909.2	-0.2	0.741553361944537
ENSG00000253738	OTUD6B-AS1	-0.2	0.547521958628348
ENSG00000253754	AC087620.1	0.6	0.192746469644669
ENSG00000253764	AC019257.1	-1.2	1.94329389981261E-4
ENSG00000253767	PCDHGA8	0.8	0.0496567983783345
ENSG00000253770	HMGB1P23	-0.1	0.892496496395105
ENSG00000253771	TPTE2P1	0.2	0.749877196777803
ENSG00000253785	AC008429.2	-0.3	0.357386809272124
ENSG00000253797	UTP14C	0.2	0.642070955053169
ENSG00000253811	AC136424.2	0.3	0.565528588950846
ENSG00000253829	AC067817.2	0.4	0.416550828039956
ENSG00000253837	AC090197.1	-0.2	0.754814991928051
ENSG00000253846	PCDHGA10	0.3	0.327724868392881
ENSG00000253853	AC246817.1	-0.2	0.812767819381123
ENSG00000253854	AC010834.3	-0.2	0.595504376655984
ENSG00000253857	AC022679.1	-0.1	0.945131531438947
ENSG00000253868	FER1L6-AS2	-0.4	0.509124099444258
ENSG00000253873	PCDHGA11	0.8	0.0209627727646483
ENSG00000253875	AC013643.2	-0.6	0.191465842125882
ENSG00000253878	AC087752.3	0.1	0.876788121627374
ENSG00000253899	AC067904.2	0.2	0.670699976002876
ENSG00000253910	PCDHGB2	0.2	0.795106352404709
ENSG00000253919	THAP12P7	-0.3	0.543758968357896
ENSG00000253932	AC019270.1	-0.1	0.819941369771057
ENSG00000253948	VPS13B-DT	0.5	0.355852095042824
ENSG00000253953	PCDHGB4	-0.1	0.858707605980322
ENSG00000253954	HMGN1P38	0.3	0.632296945070118
ENSG00000253955	AC008663.2	0.5	0.350561843887313
ENSG00000253958	CLDN23	-0.3	0.551818861790159
ENSG00000253961	AC009563.1	-0.3	0.622884679764221
ENSG00000253972	MAL2-AS1	-0.4	0.240395068151993
ENSG00000253980	AC010609.1	0.1	0.889967315864982
ENSG00000253982	AC100810.1	0.5	0.216505812972295
ENSG00000253988	AC079015.1	0.3	0.579499625241377
ENSG00000253991	AP001207.2	0.3	0.633805343519736
ENSG00000254003	AC003991.2	-0.1	0.844092635780348
ENSG00000254004	ZNF260	-0.1	0.734907630846789
ENSG00000254019	AC011676.2	-0.6	0.219535393719053
